,title,link,author,author_link,date
485,Writing lab reports and projects in sport and exercise science,https://pureportal.coventry.ac.uk/en/publications/writing-lab-reports-and-projects-in-sport-and-exercise-science,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price,Jan 2013
486,3 days of heat acclimation attenuates the monocyte HSP70 response following acute hypoxic exposure in humans,https://pureportal.coventry.ac.uk/en/publications/3-days-of-heat-acclimation-attenuates-the-monocyte-hsp70-response-3,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee,2012
487,Alterations in peripheral muscle contractile characteristics following high and low intensity bouts of exercise.,https://pureportal.coventry.ac.uk/en/publications/alterations-in-peripheral-muscle-contractile-characteristics-foll,,,2012
488,A review of the current nutritional guidelines for diabetes,https://pureportal.coventry.ac.uk/en/publications/a-review-of-the-current-nutritional-guidelines-for-diabetes,,,1 May 2012
489,"Building confidence, competence and collaboration using technology enhanced learning resources",https://pureportal.coventry.ac.uk/en/publications/building-confidence-competence-and-collaboration-using-technology,,,20 Aug 2012
490,Cell cycle- and DNA repair pathway-specific effects of apoptosis on tumor suppression,https://pureportal.coventry.ac.uk/en/publications/cell-cycle-and-dna-repair-pathway-specific-effects-of-apoptosis-o,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster,19 Jun 2012
491,Critical moments in elite Premiership football:  Who do you think you are?,https://pureportal.coventry.ac.uk/en/publications/critical-moments-in-elite-premiership-football-who-do-you-think-y,"O'Halloran, L.",https://pureportal.coventry.ac.uk/en/persons/lisa-ohalloran,2012
492,EN2: A Candidate Antigen for the Development of Targeted Therapies in Breast Cancer,https://pureportal.coventry.ac.uk/en/publications/en2-a-candidate-antigen-for-the-development-of-targeted-therapies-2,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee,1 Nov 2012
493,"Folliculin interacts with p0071 (plakophilin-4) and deficiency is associated with disordered RhoA signalling, epithelial polarization and cytokinesis",https://pureportal.coventry.ac.uk/en/publications/folliculin-interacts-with-p0071-plakophilin-4-and-deficiency-is-a,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman,15 Dec 2012
494,Gene Variants that Predispose to Achilles tendon injuries: An update on Recent Advances,https://pureportal.coventry.ac.uk/en/publications/gene-variants-that-predispose-to-achilles-tendon-injuries-an-upda,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh,Jan 2012
495,Matrix metalloproteinase genes on chromosome 11q22 and the risk of anterior cruciate ligament (ACL) rupture,https://pureportal.coventry.ac.uk/en/publications/matrix-metalloproteinase-genes-on-chromosome-11q22-and-the-risk-o,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh,Aug 2012
496,Methods of Monitoring Training in Adolescent Soccer Players,https://pureportal.coventry.ac.uk/en/publications/methods-of-monitoring-training-in-adolescent-soccer-players-2,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon,2012
497,Modulation of regulatory T cells by targeting the NFAT-FOXP3 protein : protein interaction,https://pureportal.coventry.ac.uk/en/publications/modulation-of-regulatory-t-cells-by-targeting-the-nfat-foxp3-prot-2,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee,2012
498,One-step deposition of Au nanoparticles onto chemically modified ceramic hollow spheres via self-assembly,https://pureportal.coventry.ac.uk/en/publications/one-step-deposition-of-au-nanoparticles-onto-chemically-modified-,,,Jan 2012
499,Plant health challenges for a sustainable land use and rural economy,https://pureportal.coventry.ac.uk/en/publications/plant-health-challenges-for-a-sustainable-land-use-and-rural-econ,"Dehnen-Schmutz, K.",https://pureportal.coventry.ac.uk/en/persons/katharina-dehnen-schmutz,2012
500,"Simultaneous identification of five marine fish pathogens belonging to the genera Tenacibaculum, Vibrio, Photobacterium and Pseudomonas by reverse line blot hybridization",https://pureportal.coventry.ac.uk/en/publications/simultaneous-identification-of-five-marine-fish-pathogens-belongi,,,12 Jan 2012
501,Sleep habits and recovery quality of ultra-endurance runners during a multi-stage ultra-marathon competition in the heat,https://pureportal.coventry.ac.uk/en/publications/sleep-habits-and-recovery-quality-of-ultra-endurance-runners-duri-2,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee,2012
502,TEASIng apart alien species risk assessments: A framework for best practices,https://pureportal.coventry.ac.uk/en/publications/teasing-apart-alien-species-risk-assessments-a-framework-for-best,"Dehnen-Schmutz, K.",https://pureportal.coventry.ac.uk/en/persons/katharina-dehnen-schmutz,Dec 2012
503,The effect of physiological concentrations of caffeine on the power output of maximally and submaximally stimulated mouse EDL (fast) and soleus (slow) muscle,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-physiological-concentrations-of-caffeine-on-the-pow-2,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis,1 Jan 2012
504,The 'lived experience' of elite 'home-grown' footballers in a Premier League Academy: A descriptive phenomenological exploration,https://pureportal.coventry.ac.uk/en/publications/the-lived-experience-of-elite-home-grown-footballers-in-a-premier,"O'Halloran, L.",https://pureportal.coventry.ac.uk/en/persons/lisa-ohalloran,2012
505,The nuclear factor kappa B signaling pathway: integrating metabolism with inflammation,https://pureportal.coventry.ac.uk/en/publications/the-nuclear-factor-kappa-b-signaling-pathway-integrating-metaboli,,,1 Nov 2012
506,The Population Pharmacokinetics of R and S-Warfarin: Effect of Genetic and Clinical Factors,https://pureportal.coventry.ac.uk/en/publications/the-population-pharmacokinetics-of-r-and-s-warfarin-effect-of-gen-2,,,Jan 2012
507,Birt Hogg-Dubé syndrome-associated FLCN mutations disrupt protein stability,https://pureportal.coventry.ac.uk/en/publications/birt-hogg-dub%C3%A9-syndrome-associated-flcn-mutations-disrupt-protein,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman,Aug 2011
508,Chlamydia psittaci infection in canaries heavily infested by Dermanyssus gallinae,https://pureportal.coventry.ac.uk/en/publications/chlamydia-psittaci-infection-in-canaries-heavily-infested-by-derm,,,1 Jan 2011
509,"Daily torpor reduces mass and changes stress and power output of soleus and EDL muscles in the Djungarian hamster, Phodopus sungorus.",https://pureportal.coventry.ac.uk/en/publications/daily-torpor-reduces-mass-and-changes-stress-and-power-output-of--2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james,1 Sep 2011
510,Dermanyssus gallinae in layer farms in Kosovo: A high risk for salmonella prevalence,https://pureportal.coventry.ac.uk/en/publications/dermanyssus-gallinae-in-layer-farms-in-kosovo-a-high-risk-for-sal,,,15 Jul 2011
511,Determining non-invasiveness in ornamental plants to build green lists,https://pureportal.coventry.ac.uk/en/publications/determining-non-invasiveness-in-ornamental-plants-to-build-green-,"Dehnen-Schmutz, K.",https://pureportal.coventry.ac.uk/en/persons/katharina-dehnen-schmutz,Dec 2011
512,Diabetes UK evidence-based nutrition guidelines for the prevention and management of diabetes,https://pureportal.coventry.ac.uk/en/publications/diabetes-uk-evidence-based-nutrition-guidelines-for-the-preventio,,,Nov 2011
513,ELAV-Mediated 3′-End Processing of ewg Transcripts Is Evolutionarily Conserved Despite Sequence Degeneration of the ELAV-Binding Site,https://pureportal.coventry.ac.uk/en/publications/elav-mediated-3-end-processing-of-ewg-transcripts-is-evolutionari,,,29 Jul 2011
514,EN2: A candidate antigen for the development of targeted therapies in ovarian cancer.,https://pureportal.coventry.ac.uk/en/publications/en2-a-candidate-antigen-for-the-development-of-targeted-therapies,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee,20 May 2011
515,Endoplasmic reticulum localization of DHHC palmitoyltransferases mediated by lysine-based sorting signals,https://pureportal.coventry.ac.uk/en/publications/endoplasmic-reticulum-localization-of-dhhc-palmitoyltransferases-,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves,11 Nov 2011
516,Functional interplay of the Mre11 nuclease and Ku in the response to replication-associated DNA damage,https://pureportal.coventry.ac.uk/en/publications/functional-interplay-of-the-mre11-nuclease-and-ku-in-the-response,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster,Nov 2011
517,Fundamental Movement Skill Mastery in British Primary School children: Differences due to gender and school year,https://pureportal.coventry.ac.uk/en/publications/fundamental-movement-skill-mastery-in-british-primary-school-chil-2,"Oxford, S.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford,8 Sep 2011
518,Improvements in functional movement screen scores across 6 months of in-season strength and conditioning training in elite academy football players,https://pureportal.coventry.ac.uk/en/publications/improvements-in-functional-movement-screen-scores-across-6-months-2,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon,2011
519,Injuries in Sport among Children and Adolescents,https://pureportal.coventry.ac.uk/en/publications/injuries-in-sport-among-children-and-adolescents,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright,2011
520,Maintaining hamstrings to quadriceps ratio in elite academy soccer players through a strength and conditioning programme,https://pureportal.coventry.ac.uk/en/publications/maintaining-hamstrings-to-quadriceps-ratio-in-elite-academy-socce-2,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon,2011
521,Monocyte-derived macrophages matured under prolonged hypoxia transcriptionally up-regulate HIF-1α mRNA,https://pureportal.coventry.ac.uk/en/publications/monocyte-derived-macrophages-matured-under-prolonged-hypoxia-tran,"Burke, B.",https://pureportal.coventry.ac.uk/en/persons/bernie-burke,Jul 2011
522,Parasitism in egg production systems: The role of the red mite (Dermanyssus gallinae),https://pureportal.coventry.ac.uk/en/publications/parasitism-in-egg-production-systems-the-role-of-the-red-mite-der,,,1 Jan 2011
523,"Physical activity levels during a 6-week, school-based, active videogaming intervention using the gamercize power stepper in British children",https://pureportal.coventry.ac.uk/en/publications/physical-activity-levels-during-a-6-week-school-based-active-vide-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2011
524,Predominance of CD8 T cell infiltration coincides with reciprocal reduction in regulatory T cells following prostate cryotherapy,https://pureportal.coventry.ac.uk/en/publications/predominance-of-cd8-t-cell-infiltration-coincides-with-reciprocal,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee,1 Apr 2011
525,RAPD and microsatellite transferability studies in selected species of Prosopis (section Algarobia) with emphasis on Prosopis juliflora and P. pallida,https://pureportal.coventry.ac.uk/en/publications/rapd-and-microsatellite-transferability-studies-in-selected-speci-2,"Trenchard, L.",https://pureportal.coventry.ac.uk/en/persons/liz-trenchard,28 Aug 2011
526,Therapeutic targeting the loss of the birt-hogg-dube suppressor gene,https://pureportal.coventry.ac.uk/en/publications/therapeutic-targeting-the-loss-of-the-birt-hogg-dube-suppressor-g,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman,Jan 2011
527,Use of macrophages to target therapeutic adenovirus to human prostate tumors,https://pureportal.coventry.ac.uk/en/publications/use-of-macrophages-to-target-therapeutic-adenovirus-to-human-pros,"Burke, B.",https://pureportal.coventry.ac.uk/en/persons/bernie-burke,1 Mar 2011
528,Utility of accelerometers to measure physical activity in children attending an obesity treatment intervention,https://pureportal.coventry.ac.uk/en/publications/utility-of-accelerometers-to-measure-physical-activity-in-childre,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton,2011
529,Why dermanyssosis should be listed as an occupational hazard,https://pureportal.coventry.ac.uk/en/publications/why-dermanyssosis-should-be-listed-as-an-occupational-hazard,,,1 Aug 2011
530,A functional variant within the MMP3 gene does not associate with human range of motion,https://pureportal.coventry.ac.uk/en/publications/a-functional-variant-within-the-mmp3-gene-does-not-associate-with,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh,Nov 2010
531,"An evaluation of a 5-week, school-based, exergaming intervention using the Gamercize power stepper on body mass index and physical activity during school lunch breaks in British primary school children",https://pureportal.coventry.ac.uk/en/publications/an-evaluation-of-a-5-week-school-based-exergaming-intervention-us-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2010
532,Characterisation of hollow Russian doll microspheres,https://pureportal.coventry.ac.uk/en/publications/characterisation-of-hollow-russian-doll-microspheres,,,Jul 2010
533,Claudin association with CD81 defines hepatitis C virus entry,https://pureportal.coventry.ac.uk/en/publications/claudin-association-with-cd81-defines-hepatitis-c-virus-entry-2,,,2010
534,Comparisons between peak power prediction equations in adolescent female basketballers,https://pureportal.coventry.ac.uk/en/publications/comparisons-between-peak-power-prediction-equations-in-adolescent-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2010
535,Components of the transforming growth factor-beta family and the pathogenesis of human Achilles tendon pathology--a genetic association study,https://pureportal.coventry.ac.uk/en/publications/components-of-the-transforming-growth-factor-beta-family-and-the-,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh,Nov 2010
536,Concurrent Validity of the Backwards Overhead Medicine Ball Throw as a Test of Explosive Power in Adolescents,https://pureportal.coventry.ac.uk/en/publications/concurrent-validity-of-the-backwards-overhead-medicine-ball-throw-4,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,Sep 2010
537,Differential activity of EWG transcription factor isoforms identifies a subset of differentially regulated genes important for synaptic growth regulation.,https://pureportal.coventry.ac.uk/en/publications/differential-activity-of-ewg-transcription-factor-isoforms-identi,,,18 Sep 2010
538,EN2: A Novel Immunotherapeutic Target for Melanoma,https://pureportal.coventry.ac.uk/en/publications/en2-a-novel-immunotherapeutic-target-for-melanoma,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee,2010
539,Functional analyses of differentially expressed isoforms,https://pureportal.coventry.ac.uk/en/publications/functional-analyses-of-differentially-expressed-isoforms,,,23 Mar 2010
540,"Genotypic characterization of Brochothrix spp. isolated from meat, poultry and fish",https://pureportal.coventry.ac.uk/en/publications/genotypic-characterization-of-brochothrix-spp-isolated-from-meat-,"Xu, Y.",https://pureportal.coventry.ac.uk/en/persons/yizhi-xu,2010
541,Hepatitis C virus infection reduces hepatocellular polarity in a vascular endothelial growth factor–dependent manner,https://pureportal.coventry.ac.uk/en/publications/hepatitis-c-virus-infection-reduces-hepatocellular-polarity-in-a--2,,,Mar 2010
542,"Histone deacetylase inhibitor induces DNA damage, which normal but not transformed cells can repair",https://pureportal.coventry.ac.uk/en/publications/histone-deacetylase-inhibitor-induces-dna-damage-which-normal-but,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster,17 Aug 2010
543,Impact of Olympic lifting programme on performance tests in elite football academy players,https://pureportal.coventry.ac.uk/en/publications/impact-of-olympic-lifting-programme-on-performance-tests-in-elite-2,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon,2010
544,Inhibition of hepatitis C virus infection by anti-claudin-1 antibodies is mediated by neutralization of E2–CD81–Claudin-1 associations,https://pureportal.coventry.ac.uk/en/publications/inhibition-of-hepatitis-c-virus-infection-by-anti-claudin-1-antib-2,,,2010
545,Monoclonal anti-claudin 1 antibodies prevent hepatitis C virus infection of primary human hepatocytes,https://pureportal.coventry.ac.uk/en/publications/monoclonal-anti-claudin-1-antibodies-prevent-hepatitis-c-virus-in-2,,,2010
546,Muscle contractile characteristics: relationship to high-intensity exercise.,https://pureportal.coventry.ac.uk/en/publications/muscle-contractile-characteristics-relationship-to-high-intensity,,,2010
547,Obesity and gestational diabetes,https://pureportal.coventry.ac.uk/en/publications/obesity-and-gestational-diabetes,,,Apr 2010
548,PARADOXICAL POST-EXERCISE RESPONSES OF ACYLATED GHRELIN AND LEPTIN DURING A SIMULATED NIGHT SHIFT,https://pureportal.coventry.ac.uk/en/publications/paradoxical-post-exercise-responses-of-acylated-ghrelin-and-lepti-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,May 2010
549,"SG2285, a novel C2-aryl-substituted pyrrolobenzodiazepine dimer prodrug that cross links DNA and exerts highly potent antitumor activity.",https://pureportal.coventry.ac.uk/en/publications/sg2285-a-novel-c2-aryl-substituted-pyrrolobenzodiazepine-dimer-pr,"Lin, T. T.",https://pureportal.coventry.ac.uk/en/persons/thet-thet-lin,Sep 2010
550,The effect of chewing gum on stress and mood in response to the trier social stress task,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-chewing-gum-on-stress-and-mood-in-response-to-the-t-3,,,20 Sep 2010
551,The intracellular dynamic of protein palmitoylation,https://pureportal.coventry.ac.uk/en/publications/the-intracellular-dynamic-of-protein-palmitoylation,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves,27 Dec 2010
552,The need for continued monitoring of antibiotic resistance patterns in clinical isolates of Staphylococcus aureus from London and Malta,https://pureportal.coventry.ac.uk/en/publications/the-need-for-continued-monitoring-of-antibiotic-resistance-patter-2,"Rollason, J.",https://pureportal.coventry.ac.uk/en/persons/jess-rollason,21 Jul 2010
553,The relationship between bodymass index and balance in 7-16 year old boys,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-bodymass-index-and-balance-in-7-16-year--2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2010
554,The Use of Bioelectrical Impedance Analysis (BIA) in Assessing Hydration Status of Runners Competing in a Multi-Stage Ultra-Marathon Conducted in a Hot Ambient Environment,https://pureportal.coventry.ac.uk/en/publications/the-use-of-bioelectrical-impedance-analysis-bia-in-assessing-hydr-2,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee,2010
555,C3a Mediates Epithelial-to-Mesenchymal Transition in Proteinuric Nephropathy,https://pureportal.coventry.ac.uk/en/publications/c3a-mediates-epithelial-to-mesenchymal-transition-in-proteinuric--2,,,Mar 2009
556,Effects of a 6-week circuit training intervention on body esteem and body mass index in British primary school children,https://pureportal.coventry.ac.uk/en/publications/effects-of-a-6-week-circuit-training-intervention-on-body-esteem--2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,Jun 2009
557,Genetic risk factors for musculoskeletal soft tissue injuries,https://pureportal.coventry.ac.uk/en/publications/genetic-risk-factors-for-musculoskeletal-soft-tissue-injuries,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh,2009
558,Hepatoma cell density promotes Claudin-1 and scavenger receptor BI expression and hepatitis C virus internalization,https://pureportal.coventry.ac.uk/en/publications/hepatoma-cell-density-promotes-claudin-1-and-scavenger-receptor-b-2,,,2009
559,Inhibition of the aquaporin 3 water channel increases the sensitivity of prostate cancer cells to cryotherapy,https://pureportal.coventry.ac.uk/en/publications/inhibition-of-the-aquaporin-3-water-channel-increases-the-sensiti,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee,16 Jun 2009
560,Maintenance of the DNA-damage checkpoint requires DNA-damage-induced mediator protein oligomerization,https://pureportal.coventry.ac.uk/en/publications/maintenance-of-the-dna-damage-checkpoint-requires-dna-damage-indu,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster,30 Jan 2009
561,Modeling ATM mutant proteins from missense changes confirms retained kinase activity,https://pureportal.coventry.ac.uk/en/publications/modeling-atm-mutant-proteins-from-missense-changes-confirms-retai,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman,Aug 2009
562,Palmitoylation of the synaptic vesicle fusion machinery,https://pureportal.coventry.ac.uk/en/publications/palmitoylation-of-the-synaptic-vesicle-fusion-machinery,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves,21 Jul 2009
563,Placebo effects of caffeine on short-term resistance exercise to failure,https://pureportal.coventry.ac.uk/en/publications/placebo-effects-of-caffeine-on-short-term-resistance-exercise-to--2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2009
564,Polarization restricts Hepatitis C virus entry into HepG2 hepatoma cells,https://pureportal.coventry.ac.uk/en/publications/polarization-restricts-hepatitis-c-virus-entry-into-hepg2-hepatom-2,,,Jun 2009
565,"Pulmonary rehabilitation using the SPACE (A Self-management Programme of Activity, Coping and Education) manual at home: A randomised controlled trial",https://pureportal.coventry.ac.uk/en/publications/pulmonary-rehabilitation-using-the-space-a-self-management-progra,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton,1 Dec 2009
566,The twin-arginine translocation (Tat) systems from Bacillus subtilis display a conserved mode of complex organization and similar substrate recognition requirements,https://pureportal.coventry.ac.uk/en/publications/the-twin-arginine-translocation-tat-systems-from-bacillus-subtili,"Mendel, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams,Jan 2009
567,A3 adenosine receptors protects the myocardium via recruitment of PI3K-AKT-INOS cell survival pathway,https://pureportal.coventry.ac.uk/en/publications/a3-adenosine-receptors-protects-the-myocardium-via-recruitment-of-2,"Maddock, H. L.",https://pureportal.coventry.ac.uk/en/persons/helen-maddock,Apr 2008
568,A magneto-optic route toward the in vivo diagnosis of malaria: preliminary results and preclinical trial data,https://pureportal.coventry.ac.uk/en/publications/a-magneto-optic-route-toward-the-in-vivo-diagnosis-of-malaria-pre-2,,,Jul 2008
569,Application of a pharmacogenetic-based warfarin dosing algorithm derived from British patients to predict dose in Swedish patients,https://pureportal.coventry.ac.uk/en/publications/application-of-a-pharmacogenetic-based-warfarin-dosing-algorithm--2,,,14 Apr 2008
570,Caspase inhibitors induce PI3 kinase mediated myocardial protection during early reperfusion,https://pureportal.coventry.ac.uk/en/publications/caspase-inhibitors-induce-pi3-kinase-mediated-myocardial-protecti-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james,Apr 2008
571,CD81 and Claudin 1 coreceptor association: role in Hepatitis C virus entry,https://pureportal.coventry.ac.uk/en/publications/cd81-and-claudin-1-coreceptor-association-role-in-hepatitis-c-vir-2,,,May 2008
572,"Children, video games and physical activity: an exploratory study",https://pureportal.coventry.ac.uk/en/publications/children-video-games-and-physical-activity-an-exploratory-study-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2008
573,Common variants in genes underlying monogenic hypertension and hypotension and blood pressure in the general population,https://pureportal.coventry.ac.uk/en/publications/common-variants-in-genes-underlying-monogenic-hypertension-and-hy,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh,Jun 2008
574,Effect of cell polarization on Hepatitis C virus entry,https://pureportal.coventry.ac.uk/en/publications/effect-of-cell-polarization-on-hepatitis-c-virus-entry-2,,,Jan 2008
575,Epidemiology of community-acquired meticillin-resistant Staphylococcus aureus obtained from the UK West Midlands region,https://pureportal.coventry.ac.uk/en/publications/epidemiology-of-community-acquired-meticillin-resistant-staphyloc-2,"Rollason, J.",https://pureportal.coventry.ac.uk/en/persons/jess-rollason,Dec 2008
576,Fluid provision and metabolic responses to soccer-specific exercise,https://pureportal.coventry.ac.uk/en/publications/fluid-provision-and-metabolic-responses-to-soccer-specific-exerci-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,2008
577,Immunodeficiency in ataxia telangiectasia is correlated strongly with the presence of two null mutations in the ataxia telangiectasia mutated gene,https://pureportal.coventry.ac.uk/en/publications/immunodeficiency-in-ataxia-telangiectasia-is-correlated-strongly-,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman,Aug 2008
578,Muscle Fatigue during Football Match-Play,https://pureportal.coventry.ac.uk/en/publications/muscle-fatigue-during-football-match-play-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,1 May 2008
579,Palmitoylation gates phosphorylation-dependent regulation of BK potassium channels,https://pureportal.coventry.ac.uk/en/publications/palmitoylation-gates-phosphorylation-dependent-regulation-of-bk-p,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves,30 Dec 2008
580,Pathogenic ATM mutations occur rarely in a subset of multiple myeloma patients,https://pureportal.coventry.ac.uk/en/publications/pathogenic-atm-mutations-occur-rarely-in-a-subset-of-multiple-mye,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman,Sep 2008
581,Protein kinase A-dependent step(s) in hepatitis C virus entry and infectivity,https://pureportal.coventry.ac.uk/en/publications/protein-kinase-a-dependent-steps-in-hepatitis-c-virus-entry-and-i-2,,,2008
582,The Escherichia coli TatABC system and a Bacillus subtilis TatAC-type system recognise three distinct targeting determinants in twin-arginine signal peptides,https://pureportal.coventry.ac.uk/en/publications/the-escherichia-coli-tatabc-system-and-a-bacillus-subtilis-tatac-,"Mendel, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams,18 Jan 2008
583,UK epidemic strains of meticillin-resistant Staphylococcus aureus in clinical samples from Malta,https://pureportal.coventry.ac.uk/en/publications/uk-epidemic-strains-of-meticillin-resistant-staphylococcus-aureus-2,"Rollason, J.",https://pureportal.coventry.ac.uk/en/persons/jess-rollason,Nov 2008
584,BASES Consensus Statement on Physical Activity and Prevention of Chronic Disease,https://pureportal.coventry.ac.uk/en/publications/bases-consensus-statement-on-physical-activity-and-prevention-of-,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton,Jun 2007
585,Effects of Hand Cooling on Intermittent Exercise Performance in the Heat,https://pureportal.coventry.ac.uk/en/publications/effects-of-hand-cooling-on-intermittent-exercise-performance-in-t-2,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price,2007
586,Load carriage increases arterial haemoglobin oxygen saturation during inclined treadmill walking in hypoxia,https://pureportal.coventry.ac.uk/en/publications/load-carriage-increases-arterial-haemoglobin-oxygen-saturation-du-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake,2007
587,Neutrophil activity and uphill walking in acute hypoxia equivalent to 3000 m,https://pureportal.coventry.ac.uk/en/publications/neutrophil-activity-and-uphill-walking-in-acute-hypoxia-equivalen-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake,2007
588,Reducing uncompensable heat stress in a bomb disposal (EOD) suit: A laboratory based assessment.,https://pureportal.coventry.ac.uk/en/publications/reducing-uncompensable-heat-stress-in-a-bomb-disposal-eod-suit-a--2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake,2007
589,Targeting of Proteins by the Twin-Arginine Translocation System in Bacteria and Chloroplasts,https://pureportal.coventry.ac.uk/en/publications/targeting-of-proteins-by-the-twin-arginine-translocation-system-i,"Mendel, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams,2007
590,"Ultrasonic Effect on pH, Electric Conductivity, and Tissue Surface of Button Mushrooms, Brussels Sprouts and Cauliflower",https://pureportal.coventry.ac.uk/en/publications/ultrasonic-effect-on-ph-electric-conductivity-and-tissue-surface--2,,,2007
591,Ultrasound-mediated DNA transfer for bacteria,https://pureportal.coventry.ac.uk/en/publications/ultrasound-mediated-dna-transfer-for-bacteria-2,,,22 Sep 2007
592,"Accelerated drying of button mushrooms, Brussels sprouts and cauliflower by applying power ultrasound and its rehydration properties",https://pureportal.coventry.ac.uk/en/publications/accelerated-drying-of-button-mushrooms-brussels-sprouts-and-cauli-2,,,28 Nov 2006
593,Detecting repair intermediates in vivo: effects of DNA damage response genes on single-stranded DNA accumulation at uncapped telomeres in budding yeast,https://pureportal.coventry.ac.uk/en/publications/detecting-repair-intermediates-in-vivo-effects-of-dna-damage-resp,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster,1 May 2006
594,Dissecting the components of the humoral immune response elicited by DNA vaccines,https://pureportal.coventry.ac.uk/en/publications/dissecting-the-components-of-the-humoral-immune-response-elicited,"Burke, B.",https://pureportal.coventry.ac.uk/en/persons/bernie-burke,6 Feb 2006
